RP_AgeGrp,RP_Sex,RP_MarStat,RP_Educ,RP_EmpStat,RP_TotInc,SP_TotInc,HH_TotInc,ED002_C,HC001_C,RE001_C,TC001_C,TE001_C,
01,1,2,2,2,25350,0,80350,10350,500,2601.69,72093.69,91862.69,
02,1,1,4,1,68125,31800,99925,3050,1141,6510,106793.83,135256.83,
03,1,1,3,2,9050,93700,102750,15,2790.16,10668,50073.32,85588.32,
02,1,1,2,1,46600,76450,123050,150,0,2680,36635,66630,
05,2,1,3,2,46500,47000,93500,0,804,1661,26373.5,41696.5,
03,1,1,4,1,92550,110050,202600,0,1080.08,3934,56165.16,133031.16,
03,2,1,4,1,51200,170325,306925,0,5080,2188,50396,143434.16,
06,2,3,1,3,22000,0,108500,0,0,552,18535,30341.04,
03,2,3,1,3,17500,0,17500,9050.9,4865.05,3500,48151.01,48546.01,
03,2,3,2,3,12500,0,12500,0,2140,900,34962,34962,
03,2,3,9,1,95975,0,129725,300,3020,6083.48,49486.67,81288.91,
04,2,3,2,1,43400,0,74775,0,2405.2,3237.33,38462.64,59032.64,
06,2,3,1,3,30900,0,30900,0,895,84,12102.64,15952.64,
01,2,1,9,2,39500,0,58425,0,320,380,20515.26,24773.26,
06,2,3,2,3,22700,0,22700,0,905,876,14299.44,14324.44,
03,1,3,1,1,67000,0,91150,0,400,5696,37820.81,68234.81,
05,1,1,2,1,44500,35500,80000,0,2900,2080,60082.12,74984.12,
01,1,2,2,2,4325,0,30175,5950,0,1200,35898.09,38115.09,
03,2,1,4,1,92150,95050,187200,65,3325,4708,99783.83,164039.83,
06,1,3,1,3,21175,0,21175,0,92,2500,32208,32558,
03,2,3,2,2,45500,0,119500,0,800,1456,67174.4,82723.4,
05,1,1,3,3,43000,88050,135000,0,3640,2000,43008,77192,
03,2,3,4,1,49500,0,49500,2600,4043,564,28721.23,28773.23,
05,2,1,3,1,71000,9150,80150,0,3080,1530.43,33888.44,48914.44,
03,1,3,2,1,55050,0,55050,40,485,3444.6,72924.18,87982.79,
04,2,1,2,2,45700,26750,72450,0,290,3084,17259,31560,
02,1,1,1,1,56725,44550,101275,150,4140,6090,44894,70449.18,
02,2,2,3,1,32450,0,32450,0,1393,90,18137.16,32511.16,
03,2,2,1,3,16000,0,22800,0,0,0,14667,14667,
01,1,2,9,1,23475,0,23475,1550,0,630.11,11791.17,13145.17,
05,1,1,2,1,29550,26600,56150,150,947,4236,60443.99,62738.99,
06,2,3,1,3,23500,0,23500,0,4740,840,13201,18440,
04,2,2,4,3,53900,0,53900,0,2125,984,40491,55374,
04,2,3,3,1,67925,0,67925,0,435,800.32,8598.32,30285.66,
06,2,1,1,3,8750,32500,41250,0,1579,480,13639,15144,
04,2,1,3,2,34100,60000,113600,0,4098,636,34287,51152.36,
04,1,2,1,3,11500,0,11500,0,0,0,7644,7644,
05,1,1,1,3,29750,33750,63500,0,7055,264,29365,33615,
06,1,2,4,3,100850,0,100850,0,2000.5,1688,29723.46,73623.46,
03,1,1,4,2,93500,53200,146700,50,6802.33,3374,63216.33,105926.33,
01,2,1,3,2,28000,39000,67000,950,800,1998,52972,62369,
06,2,3,2,3,21200,0,21200,0,2040,888,14115,14235,
03,2,1,3,1,33100,21000,54100,0,500,0,10720,19192,
04,1,2,9,3,53000,0,53000,0,385.7,1974,19925.7,29470.7,
05,2,1,3,3,125500,99375,224875,1450,7290.04,2352,77649.22,134435.22,
03,1,1,3,1,50000,44000,94000,0,3356.66,1738,61040.43,90270.43,
04,2,3,3,3,9500,0,9500,0,1015,4710,43894.08,45526.08,
04,1,1,4,1,130050,105325,235375,0,2480,2644,111744.6,230950.6,
03,2,1,9,3,45800,251275,297075,11050,5820,16196.32,128654.88,252007.38,
06,2,3,4,3,165000,0,165000,5210,10500,1048,55902.88,123067.88,
02,1,1,4,1,67500,8000,75500,50,3857,1100,32769,54742,
03,2,1,4,1,4400,83050,87450,950,580,500,70097.09,92470.09,
03,1,2,3,2,39000,0,39000,0,319,912,18361,26381,
02,1,1,3,1,49350,0,49350,100,600,2096,38994,45448,
03,2,3,4,2,22750,0,22750,7350,1525,560,69334,69334,
03,2,3,3,1,44550,0,44550,1500,55,1649,99879.07,101242.07,
05,2,3,9,1,233250,0,233250,0,2455,850.41,107223.84,165311.84,
03,2,1,1,2,22550,36500,67050,50,1700,1612,84384,100644,
04,1,3,4,1,207000,0,207000,0,1000,23965,110137.8,176681.8,
05,1,1,3,2,51250,36050,87300,0,600,684,42378,67483,
05,1,3,1,3,13000,0,13000,0,900,564,5448,5448,
04,2,2,4,2,23000,0,48625,350,750,4172,42364,55343,
06,1,1,3,3,60500,33500,94000,0,920,10356,35892.24,47942.24,
06,1,1,1,3,19600,24025,43625,0,2860,972,14661.4,14661.4,
02,1,2,4,2,30900,0,30900,4050,0,1320,22540,23718,
04,2,1,2,1,33400,80200,113600,100,2054,3116,48368.08,81351.08,
04,2,1,4,1,128500,127000,255500,0,860.3,7072,52916.86,138340.86,
02,1,1,3,1,92500,37250,129750,0,1510,888,48805,82107,
06,1,3,1,3,25350,0,25350,0,3253,876,10611,14516,
02,2,2,3,3,20000,0,20000,0,217,112,16610,16865,
02,2,1,3,2,13075,57125,70200,500,2210,9440.05,53274.21,62919.21,
02,2,1,9,2,7725,156150,163875,750,3763,9340.95,77649.35,136785.33,
01,1,2,3,2,1500,0,45650,8650,200,450,37035.53,45287.53,
04,1,1,1,2,25250,0,58550,700,1087,840,25724,29928,
03,2,1,3,1,57500,40500,118025,0,675.6,2970,25958.37,57062.37,
01,1,2,4,1,95125,0,139275,0,2725,3538.6,55790.4,85292.4,
04,2,1,2,1,11050,29375,40425,0,2565,1068,19627,23226,
04,2,2,4,1,146500,0,169425,0,2330.22,8105,107500.93,167096.93,
03,1,1,2,1,33000,38000,78500,400,4620,2497,56580,72546,
01,1,1,3,2,92000,70050,162050,8950,3725,5493,63589,112547,
01,1,2,3,1,22475,0,85775,29550,200,407,90635.37,99480.37,
02,1,1,4,2,17400,20600,38000,0,1840.8,1200,34996.92,38400.92,
03,1,1,3,2,52650,44700,97350,550,1850,3532,114622.2,147607.2,
06,1,3,3,3,33025,0,33025,0,100,3468,20281.39,30481.39,
03,2,2,3,3,15000,0,15000,450,7129,998,29035.22,29295.22,
05,1,1,3,3,56500,50500,172500,400,4995,2295,49055,85746,
02,2,1,4,3,25250,5350,30600,375,600,920,35405,35405,
02,2,1,4,2,14250,44450,58700,0,3795,0,41345,50003,
02,1,1,3,3,2825,24500,27325,3150,1760,3100,43979,45933,
03,2,3,4,1,45000,0,54400,0,965,1000,21123,28744,
06,2,3,1,3,21000,0,21000,0,140,972,5440,5945,
03,2,2,2,1,85750,0,128750,0,1660,2861.7,59368.15,88698.15,
04,1,1,1,1,52500,22000,86800,0,220,2256,34410,51612,
02,2,1,3,2,23350,50175,73525,17950,6256.02,11545.7,133078.32,151633.32,
04,1,1,2,3,12000,12550,24550,0,775.18,1287,15702.4,16457.4,
01,2,2,3,2,16200,0,16200,0,3681.22,0,13335.45,15561.45,
02,2,1,4,2,9050,95250,104300,450,630.2,10097.3,76455.13,110160.13,
01,2,1,3,1,42000,57800,99800,100,1385,19120,57039,92401.04,
04,1,2,9,2,106800,0,106800,0,452.05,0,25893.35,43987.35,
06,2,1,4,1,48400,63575,111975,0,3815.32,912,27768.63,64949.63,
05,1,1,9,3,22750,60000,82750,0,0,1512,13253.84,50572.84,
03,2,1,4,1,155000,216300,371300,0,3474.75,6292,95081.89,214875.89,
02,2,1,2,1,55700,350,56050,2550,310,1887.02,29501.02,46164.02,
06,1,1,3,3,50000,28000,78000,0,7942.2,1643,53972.63,57572.63,
06,2,3,4,3,97000,0,97000,50,1598,456,25579.56,98479.56,
04,2,1,4,1,30000,29000,59000,0,4370,1068,47764.6,60506.6,
02,2,3,3,2,46500,0,56000,21100,635.06,1322,71174.83,82216.83,
02,2,2,4,1,13200,0,13200,0,0,0,22048,22678,
01,1,2,2,2,11150,0,60000,0,550,700.3,44977.74,51138.74,
01,2,1,2,2,13050,50050,63100,1250,993,2450,98480,110403,
04,1,1,2,1,56900,17500,74400,0,4018.06,432,31172.06,37886.06,
03,1,2,3,3,13975,0,13975,0,80.08,500,20775.08,22575.08,
04,2,1,4,3,46000,56050,102050,0,8680,850,59602,81914.17,
05,2,3,3,3,23200,0,23200,0,360,1250.12,19433.52,19783.52,
03,1,3,2,1,116350,0,119650,0,1155,3092,51097,83258,
03,2,1,3,2,104050,103325,219375,5950,8765,7809.95,114173.76,176692.76,
05,2,3,1,3,20500,0,49750,0,64.16,1176,11930.16,15511.16,
02,2,1,3,1,65000,30250,95250,100,1308.14,2920,48082.09,71533.09,
03,2,1,4,1,77500,39000,168500,2120,6489,2315.07,60132.87,104386.87,
03,1,1,4,1,140050,8875,149475,0,0,3006,71097.62,108696.62,
03,2,3,3,3,29650,0,29650,1400,6590,4,23628,25968,
06,2,3,1,3,20000,0,20000,0,0,0,7176,7542,
05,1,1,2,3,78750,23000,101750,0,1655,1708,34950.43,46433.43,
05,2,3,9,3,35000,0,35000,0,600,380,12207,13867,
05,1,1,3,3,110800,28050,138850,0,9261,824,36028.08,73174.08,
04,1,2,3,1,69600,0,69600,0,1050,1504,38376.4,55685.4,
06,1,1,4,3,31600,14675,46275,0,3069,1456,55708.87,74333.87,
06,1,3,2,3,70625,0,70625,0,1980,10813,29880.28,48785.28,
03,1,3,3,3,9500,0,9500,0,60,0,6728,6728,
03,2,1,4,1,87500,36000,123500,0,3386,616,40777,79070,
03,2,3,2,2,46250,0,107300,50,5196,1303,18844.41,39210.39,
06,2,3,4,3,73150,0,73150,0,260,1417,22021.57,39171.57,
03,1,1,4,1,34000,84800,118800,3150,4320,4202,89906,125468,
04,1,3,4,1,274450,0,329450,18000,3355,11968,117012.97,303229.97,
05,2,3,2,3,22750,0,22750,0,1100,420,18546,19616,
04,2,1,2,2,26100,50000,76100,0,720,2324.48,31383.5,60723.5,
02,2,1,2,1,87000,87000,174000,0,2760,552,34011,67554,
05,2,3,4,2,38150,0,38150,0,3760,1080,16742,23367,
03,1,2,4,1,28200,0,28200,0,0,600,10584.3,14774.3,
04,2,3,4,2,96250,0,96250,0,3226.5,4290,28749.91,53782.91,
05,2,1,3,3,23025,19100,42125,0,805,936,23540,23990,
02,2,3,3,1,77950,0,77950,350,1465,2140,41006,61933,
05,2,3,3,3,21625,0,135975,0,369,828,26711.8,53145.8,
04,2,1,3,2,79550,40150,119700,0,3020,3237,25346.4,57069.4,
04,1,1,3,1,80000,10500,101075,7000,385,3202,50802.81,83431.81,
03,2,1,3,2,49350,100250,186500,3300,5495,4040,66895.35,128056.35,
06,1,2,4,3,41500,0,41500,0,1335.7,552,10839.75,18069.75,
01,2,2,2,2,16400,0,26875,15100,500,1100,49538,50524,
04,1,1,4,3,230050,50,263600,0,1800,9792,49789.34,114956.34,
03,2,3,2,1,46250,0,46250,0,1250,1164,24230,30730,
01,1,1,3,1,93500,40975,134475,0,600,1000,54135.57,85981.57,
02,1,1,9,3,0,120000,120000,0,0,1758,71352.33,92327.33,
03,2,1,4,1,76100,150450,248825,700,6315,1644,62260,147172,
05,1,2,4,3,58000,0,58000,0,3277.22,5646,30373.4,42578.4,
05,2,1,3,3,17325,17000,34325,0,979.17,1300,38749.21,42316.21,
06,2,1,2,3,13900,20900,34800,0,216,732,8505,10810,
03,2,3,3,1,55250,0,55250,0,2345.07,1985,51645.55,61349.55,
01,2,1,1,1,16400,26225,42625,550,1040,250,20304,25992,
04,1,1,4,2,78750,76500,155250,0,2100,1330,36254,86462,
05,1,1,4,3,28500,11350,39850,50,2220,3102,44110.73,45894.73,
04,2,1,2,3,7000,9500,16500,0,992,552,7896,7896,
02,1,1,4,1,72500,3100,75600,500,795,550,26653,43261,
01,2,2,3,1,73000,0,73000,1950,1385,700,64804.94,82453.94,
03,2,1,3,1,46050,0,46050,0,1500,850.15,73649.57,81367.57,
03,2,3,3,1,79400,0,79400,10950,3200,14008,79749,105638,
02,1,1,4,2,12250,4900,17150,8018.02,1100,185,44822.61,45561.61,
02,2,2,9,1,93700,0,93950,0,4405,360,45615.29,70416.29,
04,2,1,2,3,100,20100,54700,450,1856,1090,69653,77937,
01,2,2,4,1,66925,0,66925,0,450,624,28012.37,46503.37,
02,2,1,2,2,32450,3225,35675,50,60,2847.02,28516.02,29036.02,
05,2,2,4,3,62000,0,62000,0,1012,1106.33,38911.43,50266.43,
03,1,3,1,2,27500,0,27500,0,570,1380,14846,18793,
04,2,1,3,3,275,47000,47275,300,5240,594,32853.13,38253.13,
06,1,3,3,2,93150,0,93150,0,2245,5620,18175.12,40725.12,
04,1,1,3,3,35500,44400,90450,13800.27,950,5854,103197.93,111810.93,
03,2,1,4,3,15050,23800,44350,4100,930,1826.24,70929.88,73260.88,
02,2,1,4,2,73500,110000,183500,400,3280,4663,75422.93,125591.93,
03,2,3,4,1,83700,0,83700,0,1722,216,27301.96,46920.96,
02,1,1,3,3,21075,17500,38575,43300,0,698,69562,69562,
05,2,3,4,1,52500,0,52500,100,300,528,27602.5,36023.5,
02,2,3,3,1,101750,0,101750,0,785,1885,49253,79303,
01,1,2,2,3,775,0,775,20051.8,1000,200.06,50200.18,50405.18,
03,2,1,4,1,95300,41350,136650,8550,4445,19182,65201.08,113794.08,
06,2,3,2,3,29775,0,29775,0,175.06,1167,14391.06,18091.06,
03,2,1,4,2,68250,121200,189450,1250,900,38938.78,81665.38,133790.38,
03,2,1,2,2,11000,66450,97700,0,2210.1,852,32876.54,52250.54,
02,2,2,3,2,42500,0,42500,5650,515,1872,33975.12,35574.12,
03,1,1,4,1,105100,50750,155850,0,905,2758,48539,103262,
03,1,3,4,2,3725,0,3725,550,1240.4,1700,25423.4,30178.4,
01,1,1,4,1,82500,65950,148450,3250,2820,20040.14,83238.62,125287.62,
04,1,1,3,1,101850,37325,139175,0,380,900,16171.61,49069.61,
04,2,1,4,1,57400,14200,88825,0,7219,3341,48361,69915,
03,2,1,1,1,35150,57475,100400,0,0,1300,31089.48,55117.48,
04,1,1,9,1,115950,18150,134100,0,0,2770.16,34992.16,68407.16,
03,2,1,3,1,50000,50000,100000,0,2404,2130.1,42287.1,70881.1,
03,1,2,1,1,48500,0,48500,0,730,3520,18450,31179,
04,1,3,4,2,57000,0,57000,26,692,2942,29315,47864,
01,2,2,4,1,100000,0,100000,50,1550,740,24538,58008,
01,2,1,3,1,74025,53525,127550,0,5070,1944,40756.52,76808.52,
06,1,3,3,1,157500,0,157500,6100,7670,1368,54257,104457,
03,1,1,4,2,115050,74500,189550,150,360,2620.1,28273.26,72779.26,
01,2,2,4,2,38250,0,38250,18500,2785,160,53973.24,59280.24,
01,1,2,4,1,125000,0,125000,0,205,1175,21393.24,57792.24,
03,2,1,3,1,61900,110000,185500,4850,1500,10342,76929,127132,
03,2,1,1,3,13500,0,13500,0,0,588,11099,11099,
04,2,2,2,3,10500,0,10500,0,0,0,6846,6846,
02,2,1,4,1,106950,26750,133700,50,550,16948,76051.86,103274.86,
06,2,1,1,3,15200,19700,34900,0,60,1341,15169,16664,
06,2,3,2,3,20000,0,20000,0,1268.07,780,11145.2,11950.2,
03,2,1,3,2,1300,120000,160750,0,1230.15,550.12,66072.63,118747.63,
05,2,1,3,2,37775,52550,90325,0,4325,6457.6,38445.32,54261.32,
02,2,2,3,1,31000,0,31000,450,1549,660,28629.33,29513.33,
03,1,1,2,1,196550,55925,252475,0,985,2270,50709.32,183748.32,
03,1,1,4,1,105600,72775,182375,250,790,11839,91749,148481,
02,1,1,4,1,110000,31500,141500,0,1372,1796.04,57712.44,94168.44,
05,2,1,1,3,10000,21600,31600,0,1100,708,20126,20821,
05,1,1,1,3,29450,8500,37950,0,1200,1339,33250,34535,
05,2,1,4,3,12900,23300,36200,0,3758,920,20779,22359,
06,1,1,4,3,117700,18500,136200,0,5800.08,45420,111119.87,146419.87,
03,1,1,1,1,65000,50000,115000,0,1550,600,25451.02,59779.02,
03,1,1,3,1,105950,55400,161350,0,2130,10424,60215,114260,
05,2,1,1,3,13000,14000,27000,0,732,900,10707,12669.75,
02,1,1,3,1,97575,42100,139675,150,4280,13916,54633,93436,
05,2,3,1,3,23000,0,23000,0,2165.4,1272,20472.4,21187.4,
02,1,2,1,3,15000,0,15000,0,120,0,7545.12,7545.12,
01,2,2,2,2,8975,0,9325,12000,340,0,35926,36329,
05,2,2,3,3,48200,0,48200,0,2241,994,15188.19,27846.19,
05,1,2,3,3,16050,0,16050,0,1533,0,15850.34,18695.34,
02,1,2,1,1,115850,0,115850,0,1660.19,6274.98,68364.57,98782.57,
02,1,1,4,2,12150,13250,27550,2300,120,1700,42106,43224,
05,1,1,3,3,52500,16550,69050,0,1915,12076.48,37680.95,47965.95,
04,1,1,9,2,190975,0,191325,0,1650,8932.35,82181.41,139959.06,
05,2,3,3,3,19000,0,50000,0,2345,1284,16416,21029.32,
02,1,2,2,1,38200,0,38200,0,1508,1152,22836,30803,
03,2,1,2,1,84250,69150,156700,0,1519,1889,54958.87,90801.87,
01,1,1,2,2,48000,20750,68750,0,470,300,66880.36,80375.36,
06,1,1,4,3,14900,62000,76900,0,5500,7049.4,73628.4,85228.4,
04,2,3,3,3,18800,0,18800,3250,8350,2250,38824.85,42614.85,
01,1,2,3,2,38000,0,125500,0,2645,1632.13,42423.11,67740.11,
03,2,1,2,1,35000,36750,71750,0,1915,60,21848.68,37648.05,
04,2,1,1,3,25550,36050,61600,50,490,648,14318,18837,
03,2,1,4,1,12225,19850,74175,8800,320,320,74349.5,78951.5,
02,1,1,2,1,9550,38000,47550,50,1080,2877.12,25766.12,30559.12,
05,2,3,4,3,68000,0,68000,0,4915,684,23893,52743,
03,1,3,1,3,8000,0,25850,0,1355,0,32239.4,35880.4,
05,2,3,3,3,38600,0,38600,0,356.06,1824,12408.06,20203.06,
03,2,2,1,3,11000,0,31000,50,270,828,16037.02,16481.02,
04,2,1,3,2,9000,62100,71100,0,1040,13598,93027.07,99934.07,
06,2,3,4,2,86500,0,86500,0,829,480,21059,52261,
04,1,3,2,2,54900,0,54900,0,600,2164,24265.16,39380.16,
01,1,1,4,1,25000,30500,55500,0,2277,830.14,48586.32,56436.32,
02,1,1,4,1,95000,11500,106500,1800,3065,550,46656,71350,
02,2,1,2,1,52500,6250,58750,0,1085,0,26406,36939,
02,1,2,3,3,16900,0,16900,0,210,660,14218,15339,
04,1,1,4,2,61700,9600,71300,0,5205,1217,45182,57948,
04,1,1,4,1,211800,55500,287550,0,3075.18,1364,53097.18,155650.18,
02,2,1,4,2,31000,20000,51000,1800,1915,3214.78,92148.32,96670.32,
05,1,3,4,3,42000,0,42000,0,875,1410,11924,20074,
01,2,2,3,1,55050,0,55050,350,1045.45,870,28186.53,44190.53,
04,2,1,4,1,57550,13300,70850,400,8259.14,2823,62059.47,74266.47,
02,2,2,4,3,10225,0,10225,1880,200,430,46810,47105,
03,2,3,4,1,106400,0,106400,500,2270.03,3530,33507.03,68360.03,
02,2,1,3,1,83950,66275,150225,400,4915,6754,53728,91017,
05,2,3,3,3,18500,0,18500,0,1645.6,624,9038.24,9038.24,
05,1,1,1,3,43725,8000,51725,400,6740,804,20645,24445.2,
01,1,2,4,1,16600,0,16600,0,0,0,27913.75,29940.75,
05,2,1,9,1,149950,25400,175350,0,1490,13595.01,38156.58,66001.58,
05,2,3,2,3,23600,0,23600,0,3560,780,12456,14376,
02,2,3,2,1,71650,0,71650,0,930,3516,41833.4,63679.4,
06,1,1,3,3,50100,13750,63850,0,3190,8094,26018,34018,
04,2,1,4,1,36850,17550,54400,0,770,1080,17108,25339,
01,2,2,2,1,21600,0,21600,0,175.33,0,7728.33,10946.33,
04,2,3,3,3,36500,0,36500,0,5462,1332,26319,32564,
04,2,1,1,3,0,72400,91400,0,1073.06,1606,22216.84,44345.84,
05,2,2,4,3,31050,0,31050,0,1728,552,15921.55,19526.55,
04,2,1,2,2,23150,58500,186650,0,340,4420,18754.54,51225.54,
04,1,1,3,1,55000,0,79675,0,3380,1590,47133,66190,
01,2,2,4,3,350,0,350,5750,700,117,17198,17283,
02,2,1,4,1,14000,80000,94000,0,1728,5616,49879.64,75140.64,
03,2,2,2,3,15000,0,24900,168,7743,1116,31640,31773,
03,1,1,3,1,85000,50000,147800,3050,5695,3093,101274,146979.65,
01,2,2,2,1,55000,0,104150,900,455,6680,43842,75102,
05,2,1,3,2,59000,57200,116200,0,2561,2601,31517.6,99572.6,
03,1,1,4,1,77550,76750,154300,5950,6975,3745,56511,107690,
02,2,1,3,2,45500,48250,93750,0,2735,4145,42460.04,66136.04,
03,1,2,3,1,52925,0,52925,0,200,312,53529.62,62772.62,
05,2,3,3,2,14575,0,43025,0,2492.32,2902,48449.52,58627.52,
02,2,1,9,2,80000,62500,142500,200,1215,5539,51396.54,87399.54,
04,1,1,3,2,275000,155000,430000,0,9390.36,41028,200437.36,378480.36,
03,2,1,2,3,22675,0,22675,0,96,1186,12530,14644,
06,1,1,2,3,35000,12500,47500,0,6475.1,1547,24255.74,29255.74,
04,2,3,3,2,27600,0,28150,15600,520,245.1,48878.71,54054.71,
05,2,1,2,3,7250,38175,45425,0,4185,624,35262,47704.92,
04,1,1,2,1,63100,27950,91050,50,4730,5435,26328.6,57020.6,
05,1,1,2,1,2650,-1250,1400,0,1860,767,14380,14988,
05,1,1,4,3,48500,11700,60200,0,2924,588,34572,41724,
04,2,1,2,3,30150,36650,66800,0,4020.6,1440,20223.69,29945.69,
05,2,3,3,3,21300,0,21300,50,1300,2703.91,21522.91,23407.91,
01,1,1,4,2,23000,38000,61000,0,1325,3640,44747.42,51835.42,
05,2,1,1,3,12000,27000,39000,0,4650,1650,17037,17437,
04,2,1,1,2,36300,29950,66250,0,1075,1080,14997,24657,
05,2,1,1,3,11500,17000,28500,0,4000,2995.74,36997.74,41162.74,
04,2,1,4,3,11450,32050,43500,50,4257.23,1504,75093.63,75898.63,
01,2,1,4,2,14000,20750,34750,195,1311,1250,26998.21,28788.21,
05,2,1,4,2,54000,48000,102000,50,5402.5,1668,36741.3,63541.3,
04,2,1,2,2,49100,17400,83075,10050,600,3158,60981.62,95776.62,
06,2,1,4,3,53500,81500,135000,0,2490,2936.52,32798.1,68548.1,
05,1,1,4,3,28250,46000,74250,2450,450,1515.45,43164.13,53514.13,
06,1,1,1,3,33500,22750,56250,0,7040,3172,43217,55119,
06,1,1,1,3,23550,12325,35875,0,1850,25,39658.24,39758.24,
03,2,1,3,1,72550,38550,111100,1350,3905,3379,64776.12,90283.12,
06,2,3,4,3,19950,0,19950,0,1335,1300,25038,26043,
05,2,1,2,3,19300,69400,88700,0,3060,34789,126089.28,273089.28,
01,2,2,3,2,42000,0,42000,0,780.02,120,30213.02,33342.02,
04,1,1,9,2,54700,95000,149700,0,2730.17,1128,51174.97,90757.97,
05,2,1,3,3,4000,26500,30500,0,192,1428,10898,13393,
02,2,2,1,3,15500,0,15500,0,8,1056,19246,19246,
05,2,3,3,1,61500,0,61500,0,1465,2936,23681,36684,
01,1,2,4,3,12425,0,24525,16050,200,2200,37138.16,37349.16,
01,2,2,2,3,10200,0,13800,3250,205,5659,36737,37143,
03,2,2,3,2,72500,0,72500,0,1840.28,220,33262.76,53524.76,
03,2,1,3,1,86250,73250,159500,200,0,11740,197089.84,242966.84,
02,1,1,2,1,19500,34600,54100,60,778,1110.1,15608.6,31316.6,
03,2,1,4,2,55300,57000,112300,100,15141.8,3230,90285.11,115513.11,
04,2,2,2,1,44200,0,44200,0,1485,1260,16834,25992,
04,1,3,1,1,47000,0,109650,5550.45,20,3400,64408.54,80592.54,
05,2,1,3,3,8000,58200,66200,0,2565,1778,26537,42737,
04,2,3,1,1,30250,0,30250,0,1315,396,8405,13743,
02,1,1,2,1,52850,11500,64350,0,660,1280,26305,37515,
01,2,2,3,1,33450,0,145550,0,1390,1430.56,42329.37,66549.37,
02,1,1,2,1,45000,36000,81000,0,1030,931,22236,41290,
02,1,1,4,2,52000,58300,110300,2100,3240,2682,54080.62,89143.62,
02,1,2,4,1,89000,0,89000,0,1980,1078,43311,72242,
05,2,1,3,3,12500,16000,28500,0,700,516,15266,15626,
02,2,3,3,1,32600,0,32600,0,880.3,928,21011.3,26660.3,
01,2,1,4,2,36000,23400,59400,800,2860,2500,26102,31384,
02,1,3,4,2,47000,0,47000,200,900,1376,38914,60239,
03,2,1,2,2,39050,38000,135050,8200.18,1130.06,1488,54914.85,77309.85,
04,1,1,3,2,77750,850,78600,200,4725.09,1730,23817.11,46826.11,
01,1,1,2,1,95050,24300,119350,0,40,1430,21532,52993,
03,1,1,4,1,145050,2200,156500,300,4225,4796,76635,126171,
01,1,2,2,2,21675,0,35150,12350,830,500,35576.54,36678.54,
02,2,1,2,2,42000,67500,117150,1800,3300,864,69475.24,95161.24,
05,2,3,3,3,68500,0,68500,0,907,7912,54249,78074,
04,1,3,2,3,27525,0,27525,0,800,2730,170656.66,173601.66,
06,2,3,2,3,19975,0,19975,0,1084,420,6392,11242,
04,2,1,4,1,52650,55275,165425,0,520,930,62918.97,112200.97,
02,2,1,4,2,94250,78750,173000,950,1400.12,6113.2,109728.13,160735.13,
04,2,1,2,1,57500,14200,71700,0,2500,1128,74901,93000,
06,1,1,2,3,12000,22000,34000,0,432,1488,11095,12300,
03,2,3,4,1,92500,0,92500,0,1090,3320,74866.4,106266.4,
04,2,1,4,3,79000,80800,159800,0,1595,880,44624,82870.62,
03,1,1,3,1,37400,20000,57400,300,980,1623,37376.18,41785.18,
05,2,3,4,3,53500,0,53500,200,1100,1654,17549,29199,
03,1,2,2,1,46075,0,46075,0,30,1044,14500,29890,
05,1,3,3,3,24400,0,24400,0,480,696,22188,23528,
02,1,1,4,1,53425,17725,71150,2500,2055,4600,34966,43738,
02,2,1,4,1,91600,145050,236650,0,700,6870,74136,146737,
01,2,2,4,2,28900,0,28900,2900,2015,200,28653,38838,
04,1,1,3,1,70000,25500,95500,0,215,852,29474.09,55074.09,
05,1,1,2,1,65500,67500,133000,0,7890,1480,41498,68949,
05,1,1,4,3,50000,12700,62700,0,4550,2430,26358,34989.84,
03,1,2,3,1,90300,0,90300,0,565,1310,34625.61,66737.61,
04,1,1,1,2,18050,16000,34050,0,2640,14396,33442,36587,
03,2,1,4,2,82750,87500,210750,20600,1635,2765,78023.18,128019.18,
04,2,2,1,3,10500,0,10500,0,0,444,9308,9308,
03,1,1,4,1,80125,38500,118625,3050,2800.4,10708,118118.53,140321.53,
03,2,1,4,1,66000,67500,139250,10000,834,3830,40948,85516.61,
03,1,1,3,2,24250,40275,122425,600,3345,998,22198,47042,
03,1,1,9,1,54000,17800,71800,0,20,21992.4,45338.4,55064.9,
04,1,3,3,3,27900,0,27900,0,2410,3469.64,70411.69,93411.69,
03,2,2,3,2,36800,0,36800,4700,220,584,21621.4,21666.4,
05,1,3,4,2,64250,0,64250,300,3825,1460,19060.3,34260.3,
02,1,2,4,1,67500,0,102400,1180.03,885,1972,71588.03,91446.03,
06,2,3,1,3,33500,0,33500,0,1135,0,33327,42122,
02,1,1,3,1,67500,43000,127925,6080,3100,2452,77786.28,109307.28,
03,2,1,3,2,22750,125000,147750,0,7950,20510,70406,111607,
05,1,1,1,2,31400,40250,71650,0,2890,816,20177,30278,
03,2,1,4,2,44000,92500,136500,300,8580,2945,48365,87130,
04,2,1,2,1,92800,92325,185125,0,3510,16020,48621,84518.45,
06,2,1,4,3,6900,41550,48450,50,4550.42,2008,34396.69,36026.69,
04,1,1,1,3,0,17000,17000,0,0,1464,10736,10736,
06,1,1,3,3,17500,21750,39300,350,5745.22,3432,48326.38,49821.38,
06,1,1,1,3,26000,25750,51750,0,22129,1068,40933,41535,
04,1,3,3,3,40700,0,40700,0,1440,1022,18522,26142.43,
